created_at,category,title,handle,url,vendor,product_type,variants,price_min,price_max,tags
2025-03-27T16:10:36+09:00,ボイス,ホロライブ パートナーボイス,hololive_partnervoice,https://shop.hololivepro.com/products/hololive_partnervoice,hololive production official shop,,74,500,20500,Generation_FLOWGLOW | Generation_hololiveEnglish-Advent- | Generation_hololiveEnglish-Council- | Generation_hololiveEnglish-Justice- | Generation_hololiveEnglish-Myth- | Generation_hololiveEnglish-Promise- | Generation_ReGLOSS | Generation_ホロライブ0期生 | Generation_ホロライブ1期生 | Generation_ホロライブ3期生 | Generation_ホロライブ5期生 | Generation_ホロライブインドネシア1期生 | Generation_ホロライブインドネシア2期生 | Generation_ホロライブインドネシア3期生 | Generation_秘密結社holoX | Group_hololiveDEV_IS | Group_ホロライブ | Group_ホロライブEnglish | Group_ホロライブインドネシア | Recommended_デジタルコンテンツ | Talent_AZKi | Talent_IRyS | Talent_ときのそら | Talent_アイラニ・イオフィフティーン | Talent_アユンダ・リス | Talent_エリザベス・ローズ・ブラッドフレイム | Talent_オーロ・クロニー | Talent_カエラ・コヴァルスキア | Talent_クレイジー・オリー | Talent_シオリ・ノヴェラ | Talent_ネリッサ・レイヴンクロフト | Talent_フワワ・アビスガード | Talent_ベスティア・ゼータ | Talent_ムーナ・ホシノヴァ | Talent_モココ・アビスガード | Talent_ラオーラ・パンテーラ | Talent_ロボ子さん | Talent_一条莉々華 | Talent_不知火フレア | Talent_儒烏風亭らでん | Talent_博衣こより | Talent_古石ビジュー | Talent_夏色まつり | Talent_尾丸ポルカ | Talent_桃鈴ねね | Talent_森カリオペ | Talent_白銀ノエル | Talent_綺々羅々ヴィヴィ | Talent_輪堂千速 | Talent_雪花ラミィ | Talent_響咲リオナ | デジタルのみ | デジタルコンテンツ
2025-03-28T10:16:59+09:00,シリーズ/アパレル,hololive Connect hololive pixel art 4期生,hololiveconnect_pixelart_gen4,https://shop.hololivepro.com/products/hololiveconnect_pixelart_gen4,hololive production official shop,,35,1100,11000,Generation_ホロライブ4期生 | Group_ホロライブ | hololiveconnect | hololiveconnect_pixelart | Recommended_MERCH | Talent_天音かなた | Talent_姫森ルーナ | Talent_常闇トワ | Talent_角巻わため
2025-03-28T10:18:54+09:00,シリーズ/アパレル,hololive Connect hololive pixel art 5期生,hololiveconnect_pixelart_gen5,https://shop.hololivepro.com/products/hololiveconnect_pixelart_gen5,hololive production official shop,,35,1100,11000,Generation_ホロライブ5期生 | Group_ホロライブ | hololiveconnect | hololiveconnect_pixelart | Recommended_MERCH | Talent_尾丸ポルカ | Talent_桃鈴ねね | Talent_獅白ぼたん | Talent_雪花ラミィ
2025-03-28T10:20:41+09:00,シリーズ/アパレル,hololive Connect hololive pixel art 秘密結社holoX,hololiveconnect_pixelart_holox,https://shop.hololivepro.com/products/hololiveconnect_pixelart_holox,hololive production official shop,,35,1100,11000,Generation_秘密結社holoX | Group_ホロライブ | hololiveconnect | hololiveconnect_pixelart | Recommended_MERCH | Talent_ラプラス・ダークネス | Talent_博衣こより | Talent_風真いろは | Talent_鷹嶺ルイ
2025-03-31T09:45:53+09:00,誕生日記念,不知火フレア 誕生日記念2025,shiranuiflare_bd2025,https://shop.hololivepro.com/products/shiranuiflare_bd2025,Shiranui Flare,,6,1100,19800,Generation_ホロライブ3期生 | Group_ホロライブ | Recommended_MERCH | Talent_不知火フレア | 受注生産商品
2025-03-31T10:34:45+09:00,その他,ホロスターズEnglish -ARMIS- 3Dアクリルスタンド,holostarsen_armis_3dacrylicstand,https://shop.hololivepro.com/products/holostarsen_armis_3dacrylicstand,HOLOSTARS English,,4,2200,2200,ARMIS_3D2025 | Generation_ARMIS | Group_ホロスターズEnglish | Recommended_MERCH | Recommended_定番商品 | Talent_オクタビオ | Talent_クリムゾン・ルーズ | Talent_ゴールドブレット | Talent_ジュラルド・ティー・レクスフォード
2025-03-31T10:56:46+09:00,その他,ホロスターズEnglish -ARMIS- 3Dお披露目記念,holostarsen_armis_3d2025,https://shop.hololivepro.com/products/holostarsen_armis_3d2025,HOLOSTARS English,,5,1100,4950,ARMIS_3D2025 | Generation_ARMIS | Group_ホロスターズEnglish | Recommended_MERCH | Talent_オクタビオ | Talent_クリムゾン・ルーズ | Talent_ゴールドブレット | Talent_ジュラルド・ティー・レクスフォード | 受注生産商品
2025-03-31T13:19:11+09:00,誕生日記念,森カリオペ 誕生日記念2025,moricalliope_bd2025,https://shop.hololivepro.com/products/moricalliope_bd2025,Mori Calliope,,7,1100,19250,Generation_hololiveEnglish-Myth- | Group_ホロライブEnglish | Recommended_MERCH | Recommended_デジタルコンテンツ | Talent_森カリオペ | デジタルコンテンツ | 受注生産商品
2025-03-31T15:27:10+09:00,その他,ホロライブインドネシア 5周年記念「5yukuran」,hololiveid_an5th,https://shop.hololivepro.com/products/hololiveid_an5th,hololive Indonesia,,11,1100,5940,Generation_ホロライブインドネシア1期生 | Generation_ホロライブインドネシア2期生 | Generation_ホロライブインドネシア3期生 | Group_ホロライブインドネシア | Recommended_MERCH | Talent_こぼ・かなえる | Talent_アイラニ・イオフィフティーン | Talent_アユンダ・リス | Talent_アーニャ・メルフィッサ | Talent_カエラ・コヴァルスキア | Talent_クレイジー・オリー | Talent_パヴォリア・レイネ | Talent_ベスティア・ゼータ | Talent_ムーナ・ホシノヴァ
2025-03-31T18:21:04+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 律可 秋冬衣装 ver.,holostarscloset_rikka_fallwinteroutfit,https://shop.hololivepro.com/products/holostarscloset_rikka_fallwinteroutfit,Rikka,,1,1760,1760,Generation_ホロスターズ1期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_律可
2025-03-31T18:21:04+09:00,シリーズ/アパレル,HOLOSTARS CLOSET アルランディス 継承衣装 ver.,holostarscloset_arurandeisu_accessionoutfit,https://shop.hololivepro.com/products/holostarscloset_arurandeisu_accessionoutfit,Arurandeisu,,1,1760,1760,Generation_ホロスターズ1期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_アルランディス
2025-03-31T18:21:04+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 奏手イヅル 秋冬衣装 ver.,holostarscloset_kanadeizuru_fallwinteroutfit,https://shop.hololivepro.com/products/holostarscloset_kanadeizuru_fallwinteroutfit,Kanade Izuru,,1,1760,1760,Generation_ホロスターズ1期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_奏手イヅル
2025-03-31T18:21:04+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 花咲みやび 秋冬衣装 ver.,holostarscloset_hanasakimiyabi_fallwinteroutfit,https://shop.hololivepro.com/products/holostarscloset_hanasakimiyabi_fallwinteroutfit,Hanasaki Miyabi,,1,1760,1760,Generation_ホロスターズ1期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_花咲みやび
2025-03-31T18:21:07+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 影山シエン マフィアボス風衣装 ver.,holostarscloset_kageyamashien_mafiabossstyleoutfit,https://shop.hololivepro.com/products/holostarscloset_kageyamashien_mafiabossstyleoutfit,Kageyama Shien,,1,1760,1760,Generation_ホロスターズ3期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_影山シエン
2025-03-31T18:21:07+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 夕刻ロベル 秋冬衣装 ver.,holostarscloset_yukokuroberu_fallwinteroutfit,https://shop.hololivepro.com/products/holostarscloset_yukokuroberu_fallwinteroutfit,Yukoku Roberu,,1,1760,1760,Generation_ホロスターズ2期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_夕刻ロベル
2025-03-31T18:21:07+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 岸堂天真 秋冬衣装 ver.,holostarscloset_kishidotemma_fallwinteroutfit,https://shop.hololivepro.com/products/holostarscloset_kishidotemma_fallwinteroutfit,Kishido Temma,,1,1760,1760,Generation_ホロスターズ2期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_岸堂天真
2025-03-31T18:21:07+09:00,シリーズ/アパレル,HOLOSTARS CLOSET アステル・レダ 秋冬衣装 ver.,holostarscloset_astelleda_fallwinteroutfit,https://shop.hololivepro.com/products/holostarscloset_astelleda_fallwinteroutfit,Astel Leda,,1,1760,1760,Generation_ホロスターズ2期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_アステル・レダ
2025-03-31T18:21:09+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 羽継烏有 放課後衣装 ver.,holostarscloset_utsugiuyu_afterschooloutfit,https://shop.hololivepro.com/products/holostarscloset_utsugiuyu_afterschooloutfit,Utsugi Uyu,,1,1760,1760,Generation_UPROAR‼︎ | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_羽継烏有
2025-03-31T18:21:09+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 夜十神封魔 放課後衣装 ver.,holostarscloset_yatogamifuma_afterschooloutfit,https://shop.hololivepro.com/products/holostarscloset_yatogamifuma_afterschooloutfit,Yatogami Fuma,,1,1760,1760,Generation_UPROAR‼︎ | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_夜十神封魔
2025-03-31T18:21:09+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 荒咬オウガ 魔界の貴族衣装 ver.,holostarscloset_aragamioga_underworldaristocracyoutfit,https://shop.hololivepro.com/products/holostarscloset_aragamioga_underworldaristocracyoutfit,Aragami Oga,,1,1760,1760,Generation_ホロスターズ3期生 | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_荒咬オウガ
2025-03-31T18:21:10+09:00,シリーズ/アパレル,HOLOSTARS CLOSET 水無世燐央 放課後衣装 ver.,holostarscloset_minaserio_afterschooloutfit,https://shop.hololivepro.com/products/holostarscloset_minaserio_afterschooloutfit,Minase Rio,,1,1760,1760,Generation_UPROAR‼︎ | Group_ホロスターズ | holostarscloset | Recommended_MERCH | Talent_水無世燐央
2025-04-01T17:14:27+09:00,誕生日記念,オクタビオ 誕生日記念2025,octavio_bd2025,https://shop.hololivepro.com/products/octavio_bd2025,Octavio,,6,550,11000,Generation_ARMIS | Group_ホロスターズEnglish | Recommended_MERCH | Recommended_デジタルコンテンツ | Talent_オクタビオ | デジタルコンテンツ | 受注生産商品
2025-04-02T09:48:03+09:00,カード/書籍,ホロ活 名刺ケース 春先のどか名刺入り,holokatsu_businesscardcases,https://shop.hololivepro.com/products/holokatsu_businesscardcases,hololive production official shop,,1,2750,2750,Dis_official | holokatsu | hololiveoffice | Recommended_MERCH | Recommended_定番商品 | Talent_春先のどか
2025-04-02T16:33:18+09:00,カード/書籍,ホロ活 推しアピール名刺,holokatsu_flauntyouroshibusinesscard,https://shop.hololivepro.com/products/holokatsu_flauntyouroshibusinesscard,hololive production official shop,,32,1650,1650,Dis_official | Generation_ホロライブ0期生 | Generation_ホロライブ1期生 | Generation_ホロライブ2期生 | Generation_ホロライブ3期生 | Generation_ホロライブ4期生 | Generation_ホロライブ5期生 | Generation_ホロライブゲーマーズ | Generation_秘密結社holoX | Group_ホロライブ | holokatsu | Recommended_MERCH | Recommended_定番商品 | Talent_AZKi | Talent_さくらみこ | Talent_ときのそら | Talent_アキ・ローゼンタール | Talent_ラプラス・ダークネス | Talent_ロボ子さん | Talent_不知火フレア | Talent_兎田ぺこら | Talent_博衣こより | Talent_夏色まつり | Talent_大神ミオ | Talent_大空スバル | Talent_天音かなた | Talent_姫森ルーナ | Talent_宝鐘マリン | Talent_尾丸ポルカ | Talent_常闇トワ | Talent_戌神ころね | Talent_星街すいせい | Talent_桃鈴ねね | Talent_猫又おかゆ | Talent_獅白ぼたん | Talent_癒月ちょこ | Talent_白上フブキ | Talent_白銀ノエル | Talent_百鬼あやめ | Talent_紫咲シオン | Talent_角巻わため | Talent_赤井はあと | Talent_雪花ラミィ | Talent_風真いろは | Talent_鷹嶺ルイ
2025-04-02T17:20:11+09:00,誕生日記念,律可 誕生日記念2025,rikka_birthday_2025,https://shop.hololivepro.com/products/rikka_birthday_2025,Rikka,,6,550,18700,Generation_ホロスターズ1期生 | Group_ホロスターズ | Recommended_MERCH | Recommended_デジタルコンテンツ | Talent_律可 | デジタルコンテンツ | 受注生産商品
2025-04-03T09:29:07+09:00,ボイス,夏色まつり「ねぇ、からかわれるのと膝枕、どっちが好きなの？」ASMRボイス,natsuiromatsuri_asmr_betweenateaseandalappillowwhichonedoyoulike,https://shop.hololivepro.com/products/natsuiromatsuri_asmr_betweenateaseandalappillowwhichonedoyoulike,Natsuiro Matsuri,,3,1000,2000,Generation_ホロライブ1期生 | Group_ホロライブ | hololiveoffice | Recommended_デジタルコンテンツ | Talent_夏色まつり | Talent_春先のどか | デジタルのみ | デジタルコンテンツ
2025-04-03T09:46:53+09:00,周年/記念,アユンダ・リス 活動5周年記念,ayundarisu_anniversary_5th,https://shop.hololivepro.com/products/ayundarisu_anniversary_5th,Ayunda Risu,,3,3520,9020,Generation_ホロライブインドネシア1期生 | Group_ホロライブインドネシア | Recommended_MERCH | Talent_アユンダ・リス | 受注生産商品
2025-04-03T10:01:55+09:00,周年/記念,戌神ころね 活動6周年記念,inugamikorone_anniversary_6th,https://shop.hololivepro.com/products/inugamikorone_anniversary_6th,Inugami Korone,,6,0,12870,Generation_ホロライブゲーマーズ | Group_ホロライブ | Recommended_MERCH | Talent_戌神ころね | 受注生産商品
2025-04-03T11:51:39+09:00,周年/記念,ホロライブインドネシア1期生 5周年記念「AREA15 Anniver5ary」,hololiveidgen1_anniversary_5th,https://shop.hololivepro.com/products/hololiveidgen1_anniversary_5th,hololive Indonesia,,5,2750,3850,Generation_ホロライブインドネシア1期生 | Group_ホロライブインドネシア | Recommended_MERCH | Talent_アイラニ・イオフィフティーン | Talent_アユンダ・リス | Talent_ムーナ・ホシノヴァ
2025-04-03T16:17:52+09:00,その他,ホロmini ボーカルシリーズ ホロライブインドネシア1期生,holomini_vocal_hololiveid_gen1,https://shop.hololivepro.com/products/holomini_vocal_hololiveid_gen1,hololive Indonesia,,10,550,2970,Generation_ホロライブインドネシア1期生 | Group_ホロライブインドネシア | holomini_vocal | Recommended_MERCH | Talent_アイラニ・イオフィフティーン | Talent_アユンダ・リス | Talent_ムーナ・ホシノヴァ
2025-04-07T09:55:37+09:00,シリーズ/アパレル,hololive Connect holocode,hololiveconnect_holocode,https://shop.hololivepro.com/products/hololiveconnect_holocode,hololive production official shop,,19,660,7150,Generation_ホロライブ1期生 | Generation_ホロライブ5期生 | Generation_ホロライブゲーマーズ | Generation_秘密結社holoX | Group_ホロライブ | hololiveconnect | Recommended_MERCH | Talent_ラプラス・ダークネス | Talent_尾丸ポルカ | Talent_白上フブキ | 受注生産商品
2025-04-07T14:44:30+09:00,hololive friends,hololive friends poutique Fun!ハット さくらみこ,hololivefriends_poutique_funhat_sakuramiko,https://shop.hololivepro.com/products/hololivefriends_poutique_funhat_sakuramiko,Sakura Miko,,1,1200,1200,Generation_ホロライブ0期生 | Group_ホロライブ | hololivefriendspoutique | Recommended_MERCH | Recommended_定番商品 | Talent_さくらみこ
2025-04-07T14:46:48+09:00,hololive friends,hololive friends poutique Fun!ハット 赤井はあと,hololivefriends_poutique_funhat_akaihaato,https://shop.hololivepro.com/products/hololivefriends_poutique_funhat_akaihaato,Akai Haato,,1,1200,1200,Generation_ホロライブ1期生 | Group_ホロライブ | hololivefriendspoutique | Recommended_MERCH | Recommended_定番商品 | Talent_赤井はあと
2025-04-07T14:47:31+09:00,hololive friends,hololive friends poutique Fun!ハット 癒月ちょこ,hololivefriends_poutique_funhat_yuzukichoco,https://shop.hololivepro.com/products/hololivefriends_poutique_funhat_yuzukichoco,Yuzuki Choco,,1,1200,1200,Generation_ホロライブ2期生 | Group_ホロライブ | hololivefriendspoutique | Recommended_MERCH | Recommended_定番商品 | Talent_癒月ちょこ
2025-04-07T14:48:08+09:00,hololive friends,hololive friends poutique Fun!ハット 大神ミオ,hololivefriends_poutique_funhat_ookamimio,https://shop.hololivepro.com/products/hololivefriends_poutique_funhat_ookamimio,Ookami Mio,,1,1200,1200,Generation_ホロライブゲーマーズ | Group_ホロライブ | hololivefriendspoutique | Recommended_MERCH | Recommended_定番商品 | Talent_大神ミオ
2025-04-07T14:48:41+09:00,hololive friends,hololive friends poutique Fun!ハット 白銀ノエル,hololivefriends_poutique_funhat_shiroganenoel,https://shop.hololivepro.com/products/hololivefriends_poutique_funhat_shiroganenoel,Shirogane Noel,,1,1200,1200,Generation_ホロライブ3期生 | Group_ホロライブ | hololivefriendspoutique | Recommended_MERCH | Recommended_定番商品 | Talent_白銀ノエル
2025-04-07T14:49:20+09:00,hololive friends,hololive friends poutique Fun!ハット 天音かなた,hololivefriends_poutique_funhat_amanekanata,https://shop.hololivepro.com/products/hololivefriends_poutique_funhat_amanekanata,Amane Kanata,,1,1200,1200,Generation_ホロライブ4期生 | Group_ホロライブ | hololivefriendspoutique | Recommended_MERCH | Recommended_定番商品 | Talent_天音かなた
2025-04-07T14:49:57+09:00,hololive friends,hololive friends poutique Fun!ハット 獅白ぼたん,hololivefriends_poutique_funhat_shishirobotan,https://shop.hololivepro.com/products/hololivefriends_poutique_funhat_shishirobotan,Shishiro Botan,,1,1200,1200,Generation_ホロライブ5期生 | Group_ホロライブ | hololivefriendspoutique | Recommended_MERCH | Recommended_定番商品 | Talent_獅白ぼたん
2025-04-07T14:50:38+09:00,hololive friends,hololive friends poutique Fun!ハット 博衣こより,hololivefriends_poutique_funhat_hakuikoyori,https://shop.hololivepro.com/products/hololivefriends_poutique_funhat_hakuikoyori,Hakui Koyori,,1,1200,1200,Generation_秘密結社holoX | Group_ホロライブ | hololivefriendspoutique | Recommended_MERCH | Recommended_定番商品 | Talent_博衣こより
2025-04-08T15:23:08+09:00,ボイス,ホロライブ 日常ささやき「君との春」ボイス,hololive_asmr_springwithyou,https://shop.hololivepro.com/products/hololive_asmr_springwithyou,hololive production official shop,,17,1000,16000,Generation_FLOWGLOW | Generation_ReGLOSS | Generation_ホロライブ0期生 | Generation_ホロライブ2期生 | Generation_ホロライブ3期生 | Generation_ホロライブ5期生 | Generation_秘密結社holoX | Group_hololiveDEV_IS | Group_ホロライブ | Recommended_デジタルコンテンツ | Talent_AZKi | Talent_ときのそら | Talent_ロボ子さん | Talent_一条莉々華 | Talent_儒烏風亭らでん | Talent_博衣こより | Talent_尾丸ポルカ | Talent_水宮枢 | Talent_火威青 | Talent_癒月ちょこ | Talent_白銀ノエル | Talent_綺々羅々ヴィヴィ | Talent_虎金妃笑虎 | Talent_輪堂千速 | Talent_雪花ラミィ | Talent_響咲リオナ | デジタルのみ | デジタルコンテンツ
2025-04-09T09:14:38+09:00,その他,ホロmini ボーカルシリーズ ホロライブインドネシア3期生,holomini_vocal_hololiveid_gen3,https://shop.hololivepro.com/products/holomini_vocal_hololiveid_gen3,hololive Indonesia,,10,550,2970,Generation_ホロライブインドネシア3期生 | Group_ホロライブインドネシア | holomini_vocal | Recommended_MERCH | Talent_こぼ・かなえる | Talent_カエラ・コヴァルスキア | Talent_ベスティア・ゼータ
2025-04-09T16:07:33+09:00,誕生日記念,古石ビジュー 誕生日記念2025,kosekibijou_birthday_2025,https://shop.hololivepro.com/products/kosekibijou_birthday_2025,Koseki Bijou,,7,1100,20790,Generation_hololiveEnglish-Advent- | Group_ホロライブEnglish | Recommended_MERCH | Recommended_デジタルコンテンツ | Talent_古石ビジュー | デジタルコンテンツ | 受注生産商品
2025-04-10T22:27:23+09:00,その他,ホロライブEnglish「ENigmatic Recollection」1章 New Collection,hololiveen_enigmaticrecollection_chapter1newcollection,https://shop.hololivepro.com/products/hololiveen_enigmaticrecollection_chapter1newcollection,hololive English,,23,2200,2200,enigmaticrecollection | Generation_hololiveEnglish-Advent- | Generation_hololiveEnglish-Council- | Generation_hololiveEnglish-Justice- | Generation_hololiveEnglish-Myth- | Generation_hololiveEnglish-Promise- | Group_ホロライブEnglish | Recommended_MERCH | Talent_IRyS | Talent_がうる・ぐら | Talent_エリザベス・ローズ・ブラッドフレイム | Talent_オーロ・クロニー | Talent_シオリ・ノヴェラ | Talent_ジジ・ムリン | Talent_セシリア・イマーグリーン | Talent_セレス・ファウナ | Talent_ネリッサ・レイヴンクロフト | Talent_ハコス・ベールズ | Talent_フワワ・アビスガード | Talent_モココ・アビスガード | Talent_ラオーラ・パンテーラ | Talent_ワトソン・アメリア | Talent_一伊那尓栖 | Talent_七詩ムメイ | Talent_古石ビジュー | Talent_小鳥遊キアラ | Talent_森カリオペ | 受注生産商品
2025-04-10T22:49:11+09:00,誕生日記念,岸堂天真 誕生日記念2025,kishidotemma_birthday_2025,https://shop.hololivepro.com/products/kishidotemma_birthday_2025,Kishido Temma,,6,550,18700,Generation_ホロスターズ2期生 | Group_ホロスターズ | Recommended_MERCH | Recommended_デジタルコンテンツ | Talent_岸堂天真 | デジタルコンテンツ | 受注生産商品
2025-04-11T09:34:46+09:00,その他,クリムゾン・ルーズ チップス＆スープの日2025,crimzonruze_chipsandsoupday_2025,https://shop.hololivepro.com/products/crimzonruze_chipsandsoupday_2025,Crimzon Ruze,,5,0,6820,Generation_ARMIS | Group_ホロスターズEnglish | Recommended_MERCH | Talent_クリムゾン・ルーズ | 受注生産商品
2025-04-11T11:00:08+09:00,その他,天音かなた 2nd Album『Trigger』完全生産限定盤,amanekanata_2ndal_trigger_limited,https://shop.hololivepro.com/products/amanekanata_2ndal_trigger_limited,Amane Kanata,,1,13200,13200,_ng_with_normal_group:AmaneKanata2ndAlbum | amanekanata_2ndalbum | CD | Generation_ホロライブ4期生 | Group_ホロライブ | Recommended_MERCH | Talent_天音かなた
2025-04-11T11:19:42+09:00,その他,天音かなた 2nd Album『Trigger』通常盤(初回生産分),amanekanata_2ndal_trigger_regular,https://shop.hololivepro.com/products/amanekanata_2ndal_trigger_regular,Amane Kanata,,3,0,3850,_group:AmaneKanata2ndAlbum | amanekanata2ndalbum | CD | Generation_ホロライブ4期生 | Group_ホロライブ | Recommended_MERCH | Talent_天音かなた
2025-04-14T09:50:00+09:00,誕生日記念,天音かなた 誕生日記念2025,amanekanata_birthday_2025,https://shop.hololivepro.com/products/amanekanata_birthday_2025,Amane Kanata,,7,0,20130,Generation_ホロライブ4期生 | Group_ホロライブ | Recommended_MERCH | Talent_天音かなた | 受注生産商品
2025-04-14T16:33:53+09:00,その他,Lovely Okaburi Mascot Series vol.3,lovelyokaburimascot_vol3,https://shop.hololivepro.com/products/lovelyokaburimascot_vol3,hololive production official shop,,24,550,9900,Generation_ホロライブ0期生 | Generation_ホロライブ5期生 | Group_ホロライブ | LovelyOkaburi | Recommended_MERCH | Talent_さくらみこ | Talent_獅白ぼたん | Talent_雪花ラミィ | 再販
2025-04-15T09:50:03+09:00,誕生日記念,音乃瀬奏 誕生日記念2025,otonosekanade_birthday_2025,https://shop.hololivepro.com/products/otonosekanade_birthday_2025,Otonose Kanade,,5,3300,18150,Generation_ReGLOSS | Group_hololiveDEV_IS | Recommended_MERCH | Talent_音乃瀬奏 | 受注生産商品
2025-04-15T10:33:39+09:00,LIVE/イベント物販,hololive OFFICIAL CARD GAMEオフィシャルホロカストレージボックス 6th fes.,hololiveofficialcardgame_storagebox_6thfes,https://shop.hololivepro.com/products/hololiveofficialcardgame_storagebox_6thfes,hololive production official shop,,3,880,880,_ng_with_normal_group:hcg2409 | addons:shipment:ignore_order | hololiveofficialcardgame | Recommended_MERCH
2025-04-15T11:02:29+09:00,カード/書籍,hololive OFFICIAL CARD GAME オフィシャルホロカコレクション-PCセット-,hololiveofficialcardgame_holocardcollection_pcset,https://shop.hololivepro.com/products/hololiveofficialcardgame_holocardcollection_pcset,hololive production official shop,,1,4950,4950,_ng_with_normal_group:hcg2409 | addons:shipment:ignore_order | hololiveofficialcardgame | Recommended_MERCH
2025-04-15T12:27:12+09:00,復刻/再販売,【再販売】FLOW GLOW デビュー記念,flowglow_debut_rerun,https://shop.hololivepro.com/products/flowglow_debut_rerun,hololive FLOW GLOW,,7,1650,3300,Generation_FLOWGLOW | Group_hololiveDEV_IS | Recommended_MERCH | Talent_水宮枢 | Talent_綺々羅々ヴィヴィ | Talent_虎金妃笑虎 | Talent_輪堂千速 | Talent_響咲リオナ
2025-04-15T15:37:34+09:00,誕生日記念,万象院ハッカ 誕生日記念2025,banzoinhakka_birthday_2025,https://shop.hololivepro.com/products/banzoinhakka_birthday_2025,Banzoin Hakka,,7,0,16500,Generation_TEMPUS | Group_ホロスターズEnglish | Recommended_MERCH | Talent_万象院ハッカ | 受注生産商品
2025-04-17T17:39:29+09:00,誕生日記念,エリザベス・ローズ・ブラッドフレイム 誕生日記念2025,elizabethrosebloodflame_birthday_2025,https://shop.hololivepro.com/products/elizabethrosebloodflame_birthday_2025,Elizabeth Rose Bloodflame,,10,0,14410,Generation_hololiveEnglish-Justice- | Group_ホロライブEnglish | Recommended_MERCH | Recommended_デジタルコンテンツ | Talent_エリザベス・ローズ・ブラッドフレイム | デジタルコンテンツ | 受注生産商品
2025-04-18T11:39:23+09:00,その他,宝鐘マリン クマリンまみれグッズ,houshoumarine_houshoubearineallover,https://shop.hololivepro.com/products/houshoumarine_houshoubearineallover,Houshou Marine,,6,0,20130,Generation_ホロライブ3期生 | Group_ホロライブ | Recommended_MERCH | Talent_宝鐘マリン | 受注生産商品
2025-04-18T18:04:08+09:00,シリーズ/アパレル,holoAnimArt vol.1,holoanimart_vol1,https://shop.hololivepro.com/products/holoanimart_vol1,hololive production official shop,,36,1650,4950,Generation_ホロライブ1期生 | Generation_ホロライブゲーマーズ | Group_ホロライブ | holoAnimArt | Recommended_MERCH | Talent_大神ミオ | Talent_戌神ころね | Talent_猫又おかゆ | Talent_白上フブキ | 再販
2025-04-21T14:14:20+09:00,その他,大神ミオ 2nd Album『My Sparkle』完全生産限定盤,ookamimio_2ndalbum_mysparkle_limited,https://shop.hololivepro.com/products/ookamimio_2ndalbum_mysparkle_limited,Ookami Mio,,1,7700,7700,_ng_with_normal_group:OokamiMio2ndAlbum | CD | Generation_ホロライブゲーマーズ | Group_ホロライブ | ookamimio_2ndalbum | Recommended_MERCH | Talent_大神ミオ
2025-04-21T15:13:44+09:00,その他,大神ミオ 2nd Album『My Sparkle』通常盤（初回生産分）,ookamimio_2ndalbum_mysparkle_regular,https://shop.hololivepro.com/products/ookamimio_2ndalbum_mysparkle_regular,Ookami Mio,,2,0,3300,_group:OokamiMio2ndAlbum | CD | Generation_ホロライブゲーマーズ | Group_ホロライブ | ookamimio_2ndalbum | Recommended_MERCH | Talent_大神ミオ
2025-04-23T16:22:53+09:00,周年/記念,影山シエン 活動5周年記念,kageyamashien_anniversary_5th,https://shop.hololivepro.com/products/kageyamashien_anniversary_5th,Kageyama Shien,,6,0,9350,Generation_ホロスターズ3期生 | Group_ホロスターズ | Recommended_MERCH | Talent_影山シエン | 受注生産商品
2025-04-23T17:16:03+09:00,周年/記念,荒咬オウガ 活動5周年記念,aragamioga_anniversary_5th,https://shop.hololivepro.com/products/aragamioga_anniversary_5th,Aragami Oga,,7,0,13200,Generation_ホロスターズ3期生 | Group_ホロスターズ | Recommended_MERCH | Talent_荒咬オウガ | 受注生産商品
2025-04-23T23:12:04+09:00,その他,FUWAMOCO 100万人記念,fuwamoco_subscribers_1m,https://shop.hololivepro.com/products/fuwamoco_subscribers_1m,FUWAMOCO,,10,0,15455,Generation_hololiveEnglish-Advent- | Group_ホロライブEnglish | Recommended_MERCH | Recommended_デジタルコンテンツ | Talent_フワワ・アビスガード | Talent_モココ・アビスガード | デジタルコンテンツ | フワモコ | 受注生産商品
