date,category,title,url,memo
2025.01.09,LIVEチケット,星街すいせい 武道館LIVE 公式リセール・注釈付指定席販売,https://x.com/hololivetv/status/1877286691972723187,検索インデックスで本文確認
2025.01.16,EXPO/fes グッズ,EXPO 2025＆6th fes. 先行通販グッズ販売開始,https://twitter.com/hololivetv/status/1879121284153364865,掲示板引用で本文確認
2025.07.26,ホロナツ グッズ,ホロナツパラダイス グッズ vol.2 販売開始,https://twstalker.com/hololivetv/status/1949099888622674319,TwStalker/Xインデックスで本文確認
2025.12.10,COUNTDOWN LIVE,hololive production COUNTDOWN LIVE 2025▷2026 開催決定,https://twstalker.com/hololivetv/status/1998603691079905483,TwStalker/Xインデックスで本文確認
